N,True Alpha,True Nu,True Tau,Est Alpha,Est Nu,Est Tau,Bias Alpha,Bias Nu,Bias Tau,SE Alpha,SE Nu,SE Tau
10,1.1590155232620898,1.3543383656376926,0.28414349457045374,0.5478229910708782,4.0108284342322325,0.6006404564521961,0.6111925321912116,-2.6564900685945396,-0.31649696188174237,0.37355631140630524,7.056939484541422,0.10017032688037308
10,0.8501408775110966,1.2340877402510209,0.27974341641788103,0.5283216437515595,2.6239580550861255,0.4303253421627948,0.321819233759537,-1.3898703148351046,-0.15058192574491375,0.10356761921757554,1.9317394920598328,0.022674916361046717
10,1.3919909322580333,0.7363388019440275,0.16913892322109858,0.0,1.0,0.7017921506107352,1.3919909322580333,-0.26366119805597255,-0.5326532273896366,1.9376387554885885,0.06951722736031078,0.28371946064859593
10,1.368234874279227,0.5612378196622867,0.408216475429529,2.866669371853721,0.2955677421459774,-0.949889724226747,-1.498434497574494,0.2656700775163093,1.358106199656276,2.2453059435213265,0.07058059008752178,1.8444524495448127
10,1.226400754901722,0.5187839305221638,0.32114087416941706,2.523859689410224,0.3357141207503141,-0.7965914815216597,-1.297458934508502,0.18306980977184967,1.1177323556910768,1.683399686735937,0.033514555249901226,1.2493256189587238
10,1.0448674667951996,0.577520552512541,0.250777829453551,1.642729424332037,0.5157856218484093,-0.30434988459362156,-0.5978619575368374,0.061734930664131715,0.5551277140471725,0.3574389202697791,0.0038112016641051504,0.30816677890323935
10,0.922081205179374,1.2489068956748637,0.30701531954641037,0.6709448384193577,20.59112477791376,0.5525546108090396,0.25113636676001627,-19.342217882238895,-0.2455392912626292,0.06306947470942141,374.1213926040021,0.06028954355375425
10,1.2039208734952163,1.3107799552295756,0.4956082029684791,0.7702205538865685,2.8527202968401357,0.697765855056761,0.43370031960864774,-1.5419403416105602,-0.20215765208828196,0.1880959672286432,2.377580017086091,0.04086771629784685
10,1.1644114058248975,1.989199636758848,0.16909893805784995,0.933010258510049,1.4858287092399651,0.19537317496995715,0.2314011473148485,0.5033709275188829,-0.0262742369121072,0.05354649097862822,0.2533822906712205,0.0006903355253135366
10,1.816367897519066,1.862102525293834,0.39522048897707773,1.9904443767528717,6.940916173718296,0.6508626499512933,-0.17407647923380565,-5.078813648424463,-0.25564216097421555,0.03030262062243757,25.794348075422604,0.06535291446756673
10,1.558967852329853,1.3864592720985471,0.4656216680035069,1.2270433641356795,1.790664791900459,0.5264987262725156,0.3319244881941734,-0.4042055198019119,-0.06087705826900869,0.11017386586296397,0.16338210223833377,0.003706016223488279
10,1.1059944489434923,0.9053095573349281,0.14065064368473923,0.9761717409780091,0.8679793202849437,0.09730788010919297,0.12982270796548323,0.037330237049984394,0.043342763575546256,0.01685393550349114,0.0013935465982080274,0.0018785951543656993
10,0.523787821284349,1.1887891708024694,0.24247825533296866,0.27859101045468077,3.041367273169876,0.2951081275910418,0.2451968108296682,-1.8525781023674068,-0.05262987225807317,0.060121476041040095,3.432045625371222,0.0027699034539010996
10,0.7868392668659835,1.6880932854713502,0.17548203434270812,1.386930518195491,0.29234609510589415,-0.24136079746270617,-0.6000912513295075,1.395747190365456,0.41684283180541426,0.3601095099222141,1.9481102194130642,0.17375794642755688
10,1.7367869942748313,0.6235063699232639,0.2527300976798568,2.097786330227522,0.66083577881986,-0.11347551043660542,-0.3609993359526906,-0.037329408896596084,0.36620560811646224,0.13032052055828358,0.0013934847685692668,0.1341065474159479
10,0.6963759978159845,0.6168388641289358,0.26894072748334896,1.2823107269958591,0.31619779610464616,-0.005785090537052007,-0.5859347291798747,0.3006410680242897,0.27472581802040097,0.34331950685909307,0.09038505178278558,0.07547427508697847
10,1.1551652385719993,1.6110719430228695,0.47087596297092016,0.8227671171199188,1.6849160710329174,0.5277623217103796,0.3323981214520805,-0.07384412801004792,-0.056886358739459464,0.11048851114487204,0.005452955241564343,0.0032360578106344763
10,1.5548929529999564,0.792056366132377,0.15746465573491233,0.8829162470571924,2.488598099472558,0.739794446150497,0.671976705942764,-1.6965417333401809,-0.5823297904155847,0.45155269332968795,2.8782538529649053,0.33910798480545884
10,1.4672089279309979,1.193633097032444,0.2643335126546381,2.349897519689444,5.879195621204501,0.45317405779615694,-0.8826885917584459,-4.685562524172058,-0.18884054514151882,0.7791391500205085,21.954496167925626,0.035660751489346006
10,0.9165205583818506,0.868359897743811,0.24512467115105277,0.7539628420950082,1.12379159703681,0.25991389144391774,0.16255771628684246,-0.255431699292999,-0.014789220292864974,0.026425011124393567,0.06524535300370908,0.00021872103687088916
10,1.2434755779666231,1.2001068140853417,0.27742611181956434,0.8360806177586598,1.0134154605545032,0.5377498244620479,0.4073949602079633,0.18669135353083854,-0.26032371264248355,0.165970653602848,0.03485366148317654,0.06776843536396635
10,1.5960311289839328,1.2539316848003352,0.3204568937028174,1.944729587491201,7.104076423822055,0.7316506265238047,-0.3486984585072681,-5.85014473902172,-0.41119373282098737,0.12159061496534497,34.224193467503504,0.16908028591125754
10,1.1267037191122136,1.0420039570912791,0.4190807374148424,1.559992481060106,8.856137555582379,0.6930496564343693,-0.43328876194789245,-7.814133598491099,-0.2739689190195269,0.1877391512303374,61.060683895067456,0.0750589685887281
10,1.3276163104355287,0.7208040804241286,0.2868508312560261,1.4674338141798762,0.5774000740380436,0.15267987142822792,-0.13981750374434743,0.14340400638608497,0.1341709598277982,0.019548934353300608,0.020564709047580298,0.018001846461112636
10,1.1685174358183146,1.506573267813333,0.4345330882549092,0.8290953106288234,2.650146153370998,0.5704424403545445,0.3394221251894912,-1.143572885557665,-0.13590935209963528,0.11520737906815065,1.3077589445826845,0.018471351988142638
10,1.3977890285779007,1.6422704206622991,0.44761244783645093,0.7879343846561258,1.7594023058030641,0.7104342722771377,0.6098546439217749,-0.117131885140765,-0.2628218244406868,0.37192268671295486,0.013719878516629366,0.0690753114023312
10,1.9472013081078992,1.5148221350261952,0.22781988408834375,1.169486330875849,1.8787935778645224,0.5883886672691826,0.7777149772320502,-0.36397144283832716,-0.36056878318083885,0.6048405858110484,0.13247521120181366,0.13000984740451077
10,0.9909184877388381,1.64818211922243,0.3858221270392602,0.49128906147543216,2.8217478843667547,0.5753830413439904,0.4996294262634059,-1.1735657651443248,-0.1895609143047302,0.24962956358830016,1.3772566051187844,0.03593334023204527
10,1.0080767295079076,1.8565396551120128,0.13060931456786148,0.5092300193279251,4.31479682012083,0.2335358123567185,0.4988467101799825,-2.4582571650088174,-0.10292649778885701,0.24884804025739146,6.0430282893171885,0.010593863947079587
10,1.8009340759452077,1.6164956135736572,0.3636060688744279,1.3651986419529076,1.0154514905890661,0.3344555889026184,0.4357354339923001,0.6010441229845911,0.02915047997180953,0.1898653684364581,0.36125403777431625,0.0008497504825868685
10,0.9554754427192493,1.7073213276498784,0.223436689703957,0.9789747995255768,14.112220851502393,0.4333491443056441,-0.02349935680632742,-12.404899523852514,-0.2099124546016871,0.0005522197703110869,153.88153219687632,0.04406323859690534
10,0.8050548242793301,1.9017857729278604,0.12618322964199957,0.3716255424490215,5.91246820988384,0.21067748326760805,0.43342928183030854,-4.010682436955979,-0.08449425362560847,0.18786094234793704,16.08557361010715,0.00713927889574865
10,0.9756218871639775,1.9435584902765501,0.48019635265094285,0.44148952349275267,31.292948940547813,0.578972305994755,0.5341323636712247,-29.34939045027126,-0.09877595334381217,0.2852973819210095,861.386719802474,0.00975668895897896
10,1.7313286379337172,0.9912420478298801,0.3683354963056594,1.058754330207685,2.0752911755750576,0.6235157395590016,0.6725743077260322,-1.0840491277451774,-0.2551802432533422,0.45235619941315147,1.1751625113650799,0.0651169565468349
10,0.5601008326620184,1.0885054148980227,0.47824972777568575,0.6744342722701723,0.601191917944921,0.4441721425310604,-0.1143334396081539,0.48731349695310167,0.03407758524462534,0.013072135412631374,0.23747444431266063,0.0011612818161047067
10,1.2112761414367426,1.9740559578342878,0.1757895336635171,0.9572568788215579,14.432394173741411,0.4200123197536931,0.2540192626151847,-12.458338215907123,-0.24422278609017598,0.06452578577956217,155.21019110193188,0.05964476924564785
10,1.8171958644671582,1.8604531830388271,0.26739816146965656,1.774774070168,7.784375496230443,0.6474170682138224,0.042421794299158266,-5.923922313191616,-0.38001890674416583,0.0017996086315600968,35.092855572729505,0.14441436948303102
10,0.9967643389231554,0.8663904992036224,0.20553457034054606,0.6785670432772173,1.2486565479632512,0.25342607708852605,0.3181972956459381,-0.3822660487596288,-0.047891506747979984,0.10124951895638855,0.1461273320342989,0.0022935964185918124
10,1.1594667593630161,1.8937545766390196,0.25826550146219396,1.2731859776499972,10.85113135651182,0.42166950795233765,-0.11371921828698106,-8.9573767798728,-0.1634040064901437,0.012932060607802047,80.2345987766044,0.026700869337030923
10,1.0791798499737804,1.169970797561077,0.43891235431978126,0.6761299443628639,3.249706538699126,0.6208242150746505,0.40304990561091647,-2.079735741138049,-0.1819118607548692,0.1624492264129687,4.32530075296703,0.033091925083298925
10,0.514498094903646,1.718442268783365,0.22862902366837617,0.12655943414095971,10.95370127063326,0.287974735700335,0.38793866076268624,-9.235259001849895,-0.05934571203195882,0.15049640451434657,85.29000883124952,0.003521913536580182
10,1.9694566412451486,1.748486079665385,0.3445141747279531,1.6640559160335844,8.302309892812685,0.9373538914181312,0.30540072521156425,-6.5538238131473,-0.5928397166901781,0.09326960295974937,42.95260657377662,0.35145892968529063
10,1.9936022993111908,0.9268034689361748,0.3849720953889231,3.8745525957940945,3.565703482352887,0.7684733159545685,-1.8809502964829037,-2.638900013416712,-0.3835012205656454,3.5379740178391232,6.963793280810724,0.1470731861753398
10,1.1986400003705382,0.8089791386231102,0.42988557414135553,0.9133417424802607,2.4056971906569395,0.5889794837734217,0.2852982578902775,-1.5967180520338293,-0.15909390963206615,0.0813950959552273,2.5495085376907065,0.02531087208201603
10,1.1731166295996738,1.4923663675367074,0.4758017021835754,0.9983633207655885,1.3885659998942068,0.5695716573847341,0.17475330883408524,0.10380036764250056,-0.09376995520115872,0.030538718948461174,0.010774516322718277,0.008792804498427313
10,0.9191955276788167,1.206612490196118,0.3903034732219107,0.5644061655206867,3.8929837183883866,0.5547146569134059,0.35478936215813006,-2.686371228192269,-0.1644111836914952,0.12587549150057278,7.21659037565924,0.02703103732283858
10,1.971209178496878,1.9617910015209468,0.16473561426630812,1.4843198750222055,9.307635305636841,0.44364692014325346,0.4868893034746724,-7.345844304115895,-0.27891130587694535,0.23706119383805163,53.961428540311935,0.07779151654598297
10,0.8187414124614505,1.2149326022430476,0.4815889047788221,0.551090837386286,25.06938615123486,0.5952775197137454,0.26765057507516454,-23.854453548991813,-0.11368861493492333,0.0716368303380663,569.0349541210081,0.012925101165821271
10,0.7135049543340065,0.6613279936796592,0.16039310021687903,0.8103263734548267,0.500371592316678,0.08943293833900096,-0.0968214191208202,0.16095640136298117,0.07096016187787807,0.00937438720056953,0.025906963139721087,0.00503534457373466
10,1.5609692892771467,0.8843046394312102,0.4969491784636,1.5183700556952533,1.4470932502419955,0.39441035197603336,0.042599233581893436,-0.5627886108107854,0.10253882648756663,0.0018146947017647175,0.3167310204583336,0.010514210937447295
10,0.7377459909504605,0.6320829388545466,0.10656960799847948,1.1839996627299147,-0.342454736155038,-0.11075824535188178,-0.4462536717794543,0.9745376750095847,0.21732785335036126,0.19914233957664493,0.9497236800130868,0.04723139584187613
10,1.2020047396106888,1.9940935897753747,0.4632408727044919,0.49170863675574705,4.468548895387898,0.6217193585816865,0.7102961028549417,-2.4744553056125236,-0.1584784858771946,0.504520553730918,6.122929059473967,0.025115430485928167
10,0.5594689045458223,0.886328280988407,0.3402778647447582,0.7937020045229519,0.5108520730647023,0.24073216583343687,-0.2342330999771296,0.37547620792370473,0.09954569891132131,0.05486514512489599,0.14098238271676514,0.009909346171743437
10,0.917707329310832,1.7630938964727398,0.4742509275774224,0.6835684103890535,20.21086502008409,0.6476590428502819,0.23413891892177852,-18.44777112361135,-0.1734081152728595,0.054821033353859176,340.3202594291488,0.030070374442485323
10,1.213202445159798,1.6213072745715933,0.22964296450923635,1.1697781549091588,1.8783248758211715,0.2625737710446582,0.04342429025063921,-0.2570176012495782,-0.032930806535421825,0.0018856689837717594,0.06605804735208717,0.0010844380190733807
10,0.8699982058153646,1.2450618847638824,0.22705919732245572,1.1530622391762415,0.3516409967042129,0.0942824403439399,-0.28306403336087693,0.8934208880596695,0.13277675697851582,0.08012524698252765,0.7982008832213284,0.017629667193731848
10,1.3616583235536948,1.5918525627406435,0.4952000411380265,0.9324942303827524,1.4866509448070702,0.772815689668102,0.4291640931709424,0.1052016179335733,-0.2776156485300755,0.18418181886723733,0.011067380415841531,0.0770704483087744
10,0.9217563747889895,1.1071997721206557,0.4470824314099755,0.5690580371862801,2.4361202223175926,0.5299432396749073,0.3526983376027094,-1.328920450196937,-0.0828608082649318,0.12439611734771479,1.7660295629516296,0.006865913546317791
10,1.300947643981739,1.3625725255370131,0.4106080944897921,1.9064422705253914,7.246748493299704,0.5267240819008604,-0.6054946265436525,-5.884175967762691,-0.11611598741106832,0.3666237427732372,34.623526819596,0.013482922532447377
10,1.8678553804546953,0.5815573410091119,0.4522271242861112,0.0,1.0,1.644333213099537,1.8678553804546953,-0.41844265899088806,-1.1921060888134258,3.4888837222935547,0.17509425886336463,1.4211169269860435
10,1.124005695384938,1.9218675973341988,0.32217088648565967,0.7108848606380934,1.950095897373151,0.4468393490658297,0.4131208347468446,-0.02822830003895227,-0.12466846258017006,0.17066882410192966,0.0007968369230891127,0.015542225562103261
10,1.384901138756733,0.5467553375899196,0.4015700858228105,1.7334423415891598,1.2675488484258095,0.41159317881047086,-0.34854120283242684,-0.7207935108358899,-0.010023092987660354,0.12148097007187492,0.5195432852631282,0.00010046239303928615
10,1.0722954198786836,1.9416614921658977,0.33769639530947904,0.703904591480565,3.121479672138627,0.47849828391946514,0.36839082839811865,-1.1798181799727292,-0.1408018886099861,0.1357118024478521,1.3919709377941631,0.019825171836138935
10,1.123913862648367,0.8645573620570232,0.2654698045724826,1.7781274327530543,0.47651032578014496,-0.23487786168985836,-0.6542135701046874,0.3880470362768782,0.500347666262341,0.42799539530912073,0.15058050236326884,0.25034778713417094
10,1.3901615637028344,1.280299506568211,0.4113295704257527,1.9582537932500597,0.7079227460937565,0.018269460041018037,-0.5680922295472253,0.5723767604744545,0.39306011038473465,0.32272878127193727,0.3276151559312311,0.15449625037565978
10,1.4299086086525987,1.2670438742205707,0.12152872600740237,2.3054313074233708,0.3675214924980188,-0.696479274417687,-0.875522698770772,0.899522381722552,0.8180080004250894,0.766539996062856,0.8091405152198125,0.669137088759453
10,1.9589121338164697,1.1049491302970866,0.18994848827220984,3.691953978861534,3.742057984764275,0.35007177168291503,-1.7330418450450642,-2.637108854467188,-0.1601232834107052,3.0034340366772003,6.954343110309245,0.02563946589022502
10,1.8929366749565792,0.5891412235262485,0.4799181603411058,8.713736359078702,0.04653071629248533,-17.433275963452694,-6.820799684122123,0.5426105072337633,17.9131941237938,46.52330833092045,0.2944261625604818,320.88252371672075
10,0.5407117242011737,0.7716136092896746,0.1693359727063813,0.0,1.0,0.21872001633261912,0.5407117242011737,-0.2283863907103254,-0.04938404362623783,0.2923691686886062,0.05216034346168941,0.002438783764878161
10,0.5530684667556628,0.7952828587069708,0.44991740591385143,0.865547202961733,0.46844844645507727,0.3412606926247797,-0.31247873620607025,0.3268344122518935,0.10865671328907173,0.09764296058094284,0.10682073303204069,0.011806281342783536
10,0.5464307277061731,1.6065413196624445,0.23419207787380764,0.3116986247727343,4.447546248983423,0.2854738083389545,0.23473210293343877,-2.8410049293209787,-0.05128173046514689,0.05509916014755449,8.071309008426098,0.0026298158794999748
10,1.3795469986938582,1.5887955263601468,0.463394356895692,2.522252058594704,0.1607541896831726,-0.878633607731254,-1.142705059900846,1.4280413366769742,1.342027964626946,1.3057748539229959,2.039302059258159,1.8010390578407434
10,1.4710955769892404,0.7178149864817456,0.26768661191638765,0.6248727198101548,3.5162744072601657,0.7327592378127625,0.8462228571790856,-2.7984594207784204,-0.4650726258963749,0.7160931240123352,7.831375129743492,0.21629254735814946
10,1.5052593646006427,1.7371461353133963,0.3821933245307747,0.9652896870079098,2.2762323493346592,0.5251906410698772,0.5399696775927328,-0.5390862140212629,-0.14299731653910253,0.2915672527195999,0.29061394614777886,0.020448232537384283
10,0.9767523384482677,0.9914659402792925,0.2767474774518319,0.0,1.0,0.5139555363306244,0.9767523384482677,-0.008534059720707532,-0.23720805887879248,0.9540451306641593,7.283017531660271e-05,0.05626766319704468
10,0.6960981430913078,1.3538439682344832,0.2865925756744353,0.4760821141590669,2.911879786718038,0.4152607110015298,0.22001602893224087,-1.558035818483555,-0.12866813532709448,0.048407052987112655,2.427475611677721,0.0165554890485515
10,1.6887790920018453,0.6977095203518255,0.3585496576133529,1.3187686622755022,1.0512025967914758,0.5789820585196157,0.3700104297263431,-0.3534930764396502,-0.22043240090626282,0.1369077181062731,0.1249573550907684,0.04859044336929937
10,1.94229185626635,1.031664621960982,0.3300053921107749,2.997794244534903,0.2826394320215975,-1.1471663040897333,-1.0555023882685528,0.7490251899393845,1.4771716962005081,1.1140852916406188,0.561038735163731,2.1820362200558865
10,1.0249309235384318,0.8043898137155452,0.49267355983585037,2.67343416066563,0.15166351976779252,-1.0292863745091745,-1.6485032371271982,0.6527262939477527,1.5219599343450247,2.717562922818851,0.4260516148107681,2.316362041751512
10,0.8963282419246782,0.9836927406303235,0.2898662959075258,0.0,1.0,0.5213392928348977,0.8963282419246782,-0.016307259369676474,-0.2314729969273719,0.8034043172717844,0.0002659267081499012,0.05357974830653912
10,1.0694537321015387,1.875110533093746,0.2889497790275165,0.5184883487409035,4.23775011373661,0.4036403526446881,0.5509653833606352,-2.3626395806428633,-0.11469057361717161,0.3035628536617317,5.582065788020285,0.013153927676635861
10,0.5026045518608058,0.8803314528147179,0.27760478400258015,0.2822449778145461,3.0019934622147892,0.33424675700681344,0.22035957404625967,-2.1216620094000715,-0.05664197300423329,0.048558341873849,4.5014496821315495,0.003208313105812293
10,1.0424959408611802,0.9348692103190324,0.2816920808404326,0.0,1.0,0.4702373503671633,1.0424959408611802,-0.06513078968096764,-0.18854526952673067,1.0867977867120375,0.00424201976446644,0.03554931866090751
10,1.6382151837985126,1.857308940984453,0.45843791547245605,0.9850093345875719,2.2306627106705266,0.7795179356777208,0.6532058492109407,-0.3733537696860736,-0.3210800202052647,0.4266778814433862,0.13939303733880168,0.1030923793750132
10,1.8053811795051973,0.5271381074711423,0.1449043138781379,1.4717659557973173,1.4929161100074069,0.43797907897675864,0.33361522370788,-0.9657780025362646,-0.29307476509862074,0.11129911748965882,0.9327271501829371,0.08589281793761172
10,0.6894463126758817,1.5698190877347655,0.38357701510806275,0.6070377193232884,1.3957901237076857,0.423080365430341,0.08240859335259332,0.1740289640270798,-0.03950335032227825,0.0067911762583530875,0.03028608032033863,0.0015605146866846413
10,1.7651925442101062,1.1862629720028002,0.2590308582823404,2.0076222093853904,6.881527553205472,0.4875498134067715,-0.2424296651752842,-5.695264581202672,-0.2285189551244311,0.058772142557000404,32.43603864990164,0.05222091285116175
10,0.7791193701733476,1.387605892786183,0.11042817369147309,0.3769232594177701,2.2479310106061288,0.16760842681827007,0.40219611075557754,-0.8603251178199458,-0.057180253126796976,0.1617617115069128,0.7401593083519036,0.003269581347644575
10,1.9092815859544567,0.6193215515063306,0.1789461324540938,4.454935357644492,0.19019207629981075,-4.005671876031882,-2.545653771690035,0.4291294752065199,4.184618008485976,6.480353125319701,0.18415210649102318,17.511027876945136
10,1.737320449843253,1.9705015194634619,0.15034799025458742,2.0033963118892513,6.896043220480099,0.35664765588697367,-0.2660758620459982,-4.925541701016637,-0.20629966563238625,0.07079636436352106,24.26096104845386,0.042559552040034365
10,0.6384740134710662,0.6461007189967716,0.2198428996993793,0.7334570103301277,1.1552103463416707,0.20187430499026157,-0.09498299685906142,-0.5091096273448992,0.01796859470911774,0.009021769692328471,0.2591926126552621,0.00032287039582053407
10,1.0556726809867714,1.3155813197013126,0.2057478238411041,0.5418819853942013,4.054801773592502,0.409336291936714,0.5137906955925701,-2.73922045389119,-0.2035884680956099,0.263980878877497,7.503328695015857,0.041448264341517174
10,0.9043491252292899,0.5779174773428667,0.4477752551834727,0.8905349484250931,1.556697435666726,0.4555197307611308,0.013814176804196832,-0.9787799583238593,-0.007744475577658061,0.00019083148077760978,0.9580102068164558,5.997690197294216e-05
10,1.531318684220209,1.9118815582990922,0.309269656095044,1.6478218939392366,8.384102651462022,0.660693005861247,-0.11650320971902772,-6.47222109316293,-0.35142334976620304,0.013572997874835756,41.889645878783156,0.12349837076089908
10,0.5075009267948017,1.6129286153234617,0.4879484808937188,0.12930730470045235,16.99226855836883,0.5568626797985191,0.37819362209434937,-15.37933994304537,-0.06891419890480033,0.14303041579284353,236.52409708375075,0.004749166810690383
10,1.9637283017606908,1.3896077451744786,0.19553313562895,2.1889577415986756,0.6333115280469916,-0.126090987659641,-0.22522943983798482,0.756296217127487,0.321624123288591,0.050728300569732425,0.5719839680413469,0.1034420766811548
10,1.034618608784488,1.858561108784757,0.336813870478743,0.6862783956304513,1.2346260344250473,0.35636298197965466,0.3483402131540366,0.6239350743597099,-0.019549111500911653,0.12134090410019967,0.38929497701625665,0.0003821677604750763
10,1.4697747603209175,1.4017346898134249,0.3320086421734818,0.9360020214036644,2.3474560856601117,0.6197102372829245,0.5337727389172531,-0.9457213958466868,-0.2877015951094427,0.284913336811226,0.8943889585622057,0.08277220782851771
10,1.1136273189622292,1.8448943864987695,0.10908641820066092,0.8448295942355435,1.6409149558079872,0.17091989702352664,0.2687977247266857,0.20397943069078228,-0.06183347882286572,0.07225221681824312,0.04160760814493565,0.0038233791033377832
10,0.9967884667717861,0.8769440949779704,0.499632041255356,2.623158511129947,0.15457033314200933,-0.8943150453090366,-1.6263700443581608,0.7223737618359611,1.3939470865643926,2.6450795211855658,0.5218238517890379,1.9430884801413582
10,0.8368145198123037,1.9759523257993936,0.3178404309866677,0.35475156936676877,6.193698385906209,0.4203374477068978,0.48206295044553493,-4.2177460601068155,-0.1024970167202301,0.23238468819225427,17.789381827546563,0.010505638436547128
10,1.2802471701129285,0.5306024988659712,0.36500690746349485,1.4379022570148143,0.5892587054171492,0.3551475161424594,-0.1576550869018858,-0.05865620655117798,0.009859391321035471,0.02485512642604116,0.0034405505669744545,9.720759722130958e-05
